시간 [s],진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],#NAME?,외부유량 [lpm],내부유량 [lpm
67.09,-0.19,7.42,7.41,0.03,-0.01,-0.05,0.16,914.26,29.09,0.0,1110.91,-3.17
67.1,-0.24,7.45,7.44,0.05,0.0,-0.07,0.18,917.49,29.09,0.0,1110.78,-3.32
67.11,-0.23,7.46,7.46,0.07,0.03,-0.07,0.19,916.79,29.09,0.0,1110.62,-3.38
67.12,-0.18,7.45,7.45,0.07,0.05,-0.07,0.2,913.03,29.09,0.0,1110.48,-3.34
67.13,-0.11,7.4,7.43,0.07,0.06,-0.05,0.21,908.77,29.09,0.0,1110.37,-3.22
67.14,-0.06,7.34,7.39,0.07,0.07,-0.03,0.22,906.19,29.09,0.0,1110.3,-3.03
67.15,-0.02,7.27,7.36,0.06,0.07,-0.01,0.22,905.87,29.09,0.0,1110.28,-2.84
67.16,-0.02,7.22,7.33,0.04,0.05,-0.01,0.22,907.23,29.09,0.0,1110.28,-2.7
67.17,-0.05,7.21,7.31,0.02,0.03,-0.02,0.21,909.34,29.1,0.0,1110.3,-2.66
67.18,-0.11,7.25,7.3,-0.01,0.01,-0.04,0.18,910.57,29.11,0.0,1110.34,-2.71
67.19,-0.17,7.31,7.3,-0.03,-0.01,-0.07,0.16,908.16,29.12,0.0,1110.44,-2.83
67.2,-0.19,7.39,7.3,-0.03,-0.02,-0.09,0.14,900.64,29.12,0.0,1110.62,-3.03
67.21,-0.18,7.47,7.31,-0.03,-0.03,-0.09,0.14,890.36,29.12,0.0,1110.85,-3.21
67.22,-0.14,7.52,7.32,-0.02,-0.03,-0.07,0.14,882.31,29.11,0.0,1111.02,-3.3
67.23,-0.06,7.53,7.35,0.01,-0.02,-0.03,0.14,879.98,29.11,0.0,1111.06,-3.21
67.24,0.02,7.51,7.37,0.04,-0.01,0.02,0.13,882.82,29.11,0.0,1111.0,-3.0
67.25,0.06,7.47,7.39,0.06,0.01,0.05,0.13,887.33,29.11,0.0,1110.9,-2.74
67.26,0.03,7.43,7.41,0.08,0.03,0.07,0.14,890.24,29.11,0.0,1110.85,-2.51
67.27,-0.04,7.4,7.41,0.09,0.05,0.06,0.14,891.08,29.11,0.0,1110.8,-2.35
67.28,-0.13,7.37,7.4,0.09,0.06,0.05,0.15,892.16,29.11,0.0,1110.63,-2.3
67.29,-0.2,7.32,7.37,0.09,0.07,0.06,0.15,895.65,29.11,0.0,1110.23,-2.35
67.3,-0.24,7.27,7.33,0.08,0.07,0.08,0.14,901.05,29.12,0.0,1109.68,-2.48
67.31,-0.23,7.22,7.3,0.06,0.06,0.1,0.12,905.8,29.13,0.0,1109.17,-2.66
67.32,-0.16,7.19,7.29,0.04,0.05,0.1,0.11,907.84,29.13,0.0,1108.83,-2.88
67.33,-0.08,7.17,7.31,0.01,0.03,0.08,0.11,907.47,29.13,0.0,1108.7,-3.09
67.34,-0.03,7.18,7.32,-0.01,0.02,0.06,0.11,907.2,29.13,0.0,1108.77,-3.23
67.35,-0.04,7.21,7.34,-0.02,0.01,0.03,0.12,909.15,29.13,0.0,1108.98,-3.26
67.36,-0.1,7.27,7.34,-0.02,0.0,0.01,0.14,912.9,29.13,0.0,1109.23,-3.18
67.37,-0.18,7.32,7.35,-0.01,-0.01,0.01,0.14,915.86,29.13,0.0,1109.48,-3.03
67.38,-0.23,7.37,7.37,0.01,-0.01,0.03,0.13,915.98,29.13,0.0,1109.7,-2.83
67.39,-0.25,7.4,7.4,0.03,0.0,0.07,0.11,913.28,29.13,0.0,1109.86,-2.62
67.4,-0.22,7.4,7.42,0.05,0.02,0.1,0.1,909.18,29.13,0.0,1109.91,-2.43
67.41,-0.14,7.39,7.43,0.07,0.04,0.1,0.1,905.12,29.13,0.0,1109.84,-2.28
67.42,-0.05,7.36,7.43,0.08,0.06,0.09,0.12,902.15,29.14,0.0,1109.69,-2.17
67.43,0.02,7.32,7.41,0.07,0.08,0.07,0.14,900.86,29.14,0.0,1109.48,-2.18
67.44,0.04,7.28,7.38,0.07,0.09,0.06,0.16,901.22,29.14,0.0,1109.24,-2.31
67.45,0.02,7.24,7.35,0.05,0.09,0.06,0.17,902.83,29.13,0.0,1109.01,-2.54
67.46,-0.04,7.2,7.32,0.04,0.08,0.06,0.17,905.43,29.13,0.0,1108.82,-2.77
67.47,-0.11,7.17,7.3,0.02,0.07,0.03,0.17,908.75,29.12,0.0,1108.69,-2.95
67.48,-0.17,7.15,7.3,-0.01,0.05,-0.02,0.16,911.96,29.11,0.0,1108.61,-3.06
67.49,-0.19,7.16,7.3,-0.02,0.04,-0.07,0.15,913.92,29.1,0.0,1108.49,-3.04
67.5,-0.15,7.2,7.31,-0.03,0.02,-0.1,0.12,913.97,29.11,0.0,1108.29,-2.9
67.51,-0.08,7.26,7.32,-0.02,0.01,-0.12,0.08,912.05,29.12,0.0,1108.04,-2.7
67.52,-0.01,7.33,7.33,-0.01,0.0,-0.12,0.05,907.87,29.13,0.0,1107.88,-2.55
67.53,0.01,7.4,7.37,0.02,0.0,-0.1,0.03,901.52,29.13,0.0,1107.86,-2.52
67.54,-0.02,7.45,7.41,0.04,0.01,-0.08,0.03,894.86,29.13,0.0,1107.96,-2.6
67.55,-0.09,7.47,7.44,0.06,0.03,-0.05,0.04,891.13,29.13,0.0,1108.06,-2.74
67.56,-0.18,7.45,7.45,0.07,0.05,0.0,0.07,892.29,29.13,0.0,1108.05,-2.88
67.57,-0.26,7.41,7.43,0.08,0.07,0.06,0.11,896.72,29.13,0.0,1107.94,-2.98
67.58,-0.31,7.36,7.4,0.08,0.08,0.11,0.15,899.9,29.13,0.0,1107.85,-3.05
67.59,-0.29,7.29,7.37,0.07,0.08,0.15,0.18,898.4,29.13,0.0,1107.87,-3.09
67.6,-0.22,7.23,7.33,0.06,0.07,0.17,0.21,893.39,29.12,0.0,1107.98,-3.11
67.61,-0.15,7.18,7.3,0.04,0.05,0.18,0.21,889.88,29.12,0.0,1108.12,-3.07
67.62,-0.08,7.15,7.27,0.02,0.03,0.18,0.2,891.87,29.12,0.0,1108.2,-2.96
67.63,-0.03,7.14,7.25,0.0,0.01,0.17,0.18,898.67,29.11,0.0,1108.2,-2.79
67.64,-0.02,7.16,7.25,-0.02,0.0,0.14,0.15,906.21,29.12,0.0,1108.15,-2.65
67.65,-0.05,7.23,7.26,-0.03,-0.01,0.09,0.12,910.94,29.12,0.0,1108.09,-2.56
67.66,-0.1,7.33,7.29,-0.02,-0.02,0.03,0.1,911.84,29.12,0.0,1108.03,-2.54
67.67,-0.15,7.42,7.32,-0.01,-0.02,-0.04,0.09,909.9,29.13,0.0,1107.93,-2.6
67.68,-0.16,7.48,7.34,0.01,-0.02,-0.1,0.07,906.72,29.13,0.0,1107.75,-2.71
67.69,-0.15,7.49,7.36,0.04,-0.01,-0.13,0.06,903.72,29.14,0.0,1107.51,-2.87
67.7,-0.12,7.46,7.36,0.06,0.01,-0.14,0.06,901.96,29.15,0.0,1107.26,-3.04
67.71,-0.09,7.38,7.37,0.07,0.03,-0.11,0.06,901.79,29.14,0.0,1107.04,-3.21
67.72,-0.06,7.28,7.36,0.07,0.06,-0.07,0.07,902.98,29.13,0.0,1106.88,-3.36
67.73,-0.05,7.2,7.35,0.07,0.07,-0.01,0.08,905.27,29.12,0.0,1106.8,-3.41
67.74,-0.05,7.15,7.34,0.07,0.07,0.05,0.1,908.31,29.11,0.0,1106.82,-3.32
67.75,-0.06,7.14,7.32,0.05,0.07,0.1,0.12,911.3,29.11,0.0,1106.9,-3.13
67.76,-0.08,7.15,7.31,0.04,0.05,0.12,0.13,913.13,29.11,0.0,1107.0,-2.89
67.77,-0.11,7.16,7.31,0.02,0.03,0.11,0.14,913.21,29.12,0.0,1107.07,-2.66
67.78,-0.13,7.16,7.32,0.0,0.01,0.07,0.15,911.22,29.13,0.0,1107.11,-2.47
67.79,-0.13,7.17,7.35,-0.02,-0.01,0.02,0.15,906.19,29.14,0.0,1107.15,-2.4
67.8,-0.1,7.21,7.37,-0.02,-0.02,-0.02,0.16,897.77,29.14,0.0,1107.23,-2.45
67.81,-0.05,7.27,7.39,-0.02,-0.03,-0.04,0.16,888.44,29.13,0.0,1107.31,-2.59
67.82,-0.02,7.32,7.4,0.0,-0.03,-0.04,0.17,882.77,29.13,0.0,1107.33,-2.74
67.83,-0.01,7.37,7.41,0.02,-0.02,-0.02,0.16,883.68,29.13,0.0,1107.23,-2.85
67.84,-0.05,7.4,7.42,0.05,-0.01,0.02,0.15,889.37,29.13,0.0,1107.07,-2.9
67.85,-0.1,7.42,7.42,0.07,0.01,0.04,0.14,894.43,29.13,0.0,1106.97,-2.89
67.86,-0.15,7.44,7.42,0.08,0.04,0.03,0.14,894.58,29.13,0.0,1107.01,-2.85
67.87,-0.18,7.46,7.41,0.09,0.07,-0.01,0.14,890.22,29.13,0.0,1107.14,-2.79
67.88,-0.18,7.47,7.39,0.09,0.08,-0.02,0.15,885.42,29.13,0.0,1107.19,-2.73
67.89,-0.13,7.44,7.36,0.08,0.09,0.03,0.17,883.81,29.13,0.0,1107.04,-2.67
67.9,-0.05,7.4,7.33,0.07,0.08,0.12,0.18,886.0,29.13,0.0,1106.72,-2.63
67.91,0.01,7.36,7.3,0.05,0.06,0.21,0.19,890.44,29.14,0.0,1106.38,-2.59
67.92,0.02,7.36,7.3,0.03,0.04,0.26,0.19,895.23,29.14,0.0,1106.14,-2.54
67.93,-0.02,7.37,7.3,0.0,0.02,0.26,0.19,899.49,29.14,0.0,1106.07,-2.5
67.94,-0.09,7.39,7.31,-0.02,0.0,0.23,0.19,903.91,29.13,0.0,1106.21,-2.5
67.95,-0.17,7.4,7.32,-0.02,-0.01,0.16,0.2,909.35,29.11,0.0,1106.52,-2.56
67.96,-0.23,7.39,7.33,-0.02,-0.02,0.09,0.2,914.87,29.1,0.0,1106.93,-2.65
67.97,-0.26,7.35,7.33,0.0,-0.02,0.02,0.19,917.99,29.08,0.0,1107.29,-2.74
67.98,-0.23,7.3,7.34,0.02,-0.01,-0.04,0.18,917.08,29.07,0.0,1107.54,-2.78
67.99,-0.18,7.25,7.35,0.04,0.0,-0.08,0.16,913.0,29.06,0.0,1107.66,-2.77
68.0,-0.12,7.21,7.35,0.05,0.02,-0.1,0.14,908.2,29.06,0.0,1107.7,-2.71
68.01,-0.07,7.19,7.35,0.06,0.04,-0.08,0.11,904.77,29.07,0.0,1107.71,-2.64
68.02,-0.05,7.19,7.34,0.07,0.06,-0.04,0.1,903.48,29.08,0.0,1107.68,-2.57
68.03,-0.05,7.21,7.33,0.07,0.08,0.01,0.1,904.16,29.09,0.0,1107.5,-2.51
68.04,-0.1,7.26,7.31,0.07,0.08,0.07,0.11,906.15,29.1,0.0,1107.1,-2.5
68.05,-0.15,7.31,7.29,0.06,0.08,0.12,0.13,907.84,29.11,0.0,1106.57,-2.52
68.06,-0.21,7.36,7.27,0.04,0.07,0.14,0.15,906.48,29.11,0.0,1106.08,-2.6
68.07,-0.23,7.39,7.26,0.03,0.05,0.14,0.17,900.47,29.1,0.0,1105.78,-2.73
68.08,-0.23,7.41,7.27,0.01,0.03,0.11,0.18,891.8,29.1,0.0,1105.67,-2.89
68.09,-0.19,7.4,7.28,-0.01,0.01,0.07,0.18,884.87,29.09,0.0,1105.65,-3.03
68.1,-0.13,7.36,7.29,-0.01,-0.01,0.04,0.19,882.87,29.09,0.0,1105.63,-3.11
68.11,-0.05,7.32,7.31,-0.01,-0.01,0.03,0.19,885.34,29.1,0.0,1105.58,-3.13
68.12,-0.01,7.3,7.34,0.0,-0.02,0.01,0.18,889.1,29.1,0.0,1105.6,-3.09
68.13,-0.01,7.34,7.37,0.02,-0.01,-0.02,0.16,891.22,29.1,0.0,1105.77,-3.0
68.14,-0.06,7.42,7.4,0.04,0.0,-0.06,0.14,891.38,29.1,0.0,1106.02,-2.88
68.15,-0.12,7.49,7.42,0.06,0.01,-0.09,0.11,891.76,29.09,0.0,1106.2,-2.76
68.16,-0.17,7.53,7.42,0.07,0.03,-0.09,0.09,894.39,29.09,0.0,1106.17,-2.66
68.17,-0.2,7.52,7.4,0.08,0.06,-0.08,0.07,898.36,29.09,0.0,1105.97,-2.58
68.18,-0.19,7.49,7.37,0.08,0.07,-0.05,0.08,900.0,29.1,0.0,1105.76,-2.55
68.19,-0.14,7.45,7.34,0.08,0.07,-0.01,0.1,896.58,29.1,0.0,1105.66,-2.59
68.2,-0.08,7.4,7.31,0.07,0.06,0.02,0.14,889.98,29.1,0.0,1105.69,-2.68
68.21,-0.04,7.36,7.29,0.05,0.05,0.02,0.18,885.99,29.1,0.0,1105.77,-2.82
68.22,-0.05,7.33,7.27,0.03,0.03,0.0,0.22,888.93,29.1,0.0,1105.84,-3.0
68.23,-0.09,7.3,7.26,0.01,0.01,-0.04,0.25,897.61,29.09,0.0,1105.84,-3.16
68.24,-0.14,7.29,7.27,-0.01,0.0,-0.08,0.25,907.05,29.09,0.0,1105.72,-3.26
68.25,-0.2,7.29,7.28,-0.01,-0.02,-0.11,0.22,912.95,29.09,0.0,1105.48,-3.25
68.26,-0.24,7.31,7.31,-0.01,-0.03,-0.12,0.18,914.15,29.1,0.0,1105.16,-3.14
68.27,-0.24,7.35,7.34,0.0,-0.03,-0.1,0.12,911.85,29.11,0.0,1104.85,-2.96
68.28,-0.2,7.4,7.37,0.02,-0.02,-0.05,0.08,908.0,29.12,0.0,1104.61,-2.72
68.29,-0.14,7.46,7.4,0.04,-0.01,0.01,0.05,904.33,29.13,0.0,1104.43,-2.48
68.3,-0.08,7.49,7.41,0.06,0.01,0.07,0.04,902.07,29.13,0.0,1104.26,-2.32
68.31,-0.04,7.49,7.41,0.08,0.03,0.11,0.07,901.63,29.13,0.0,1104.01,-2.26
68.32,-0.03,7.44,7.39,0.09,0.05,0.14,0.11,902.75,29.12,0.0,1103.75,-2.29
68.33,-0.05,7.36,7.37,0.09,0.06,0.14,0.17,905.08,29.11,0.0,1103.59,-2.42
68.34,-0.12,7.27,7.36,0.08,0.07,0.13,0.22,908.22,29.1,0.0,1103.61,-2.62
68.35,-0.2,7.18,7.35,0.06,0.07,0.11,0.27,911.28,29.09,0.0,1103.78,-2.82
68.36,-0.25,7.13,7.34,0.04,0.05,0.09,0.29,913.16,29.08,0.0,1103.94,-2.94
68.37,-0.26,7.13,7.33,0.01,0.04,0.09,0.28,913.24,29.08,0.0,1103.98,-2.93
68.38,-0.22,7.18,7.31,-0.01,0.03,0.09,0.25,911.22,29.09,0.0,1103.89,-2.82
68.39,-0.17,7.26,7.3,-0.03,0.01,0.08,0.21,906.15,29.1,0.0,1103.71,-2.68
68.4,-0.11,7.34,7.3,-0.03,0.0,0.05,0.16,897.71,29.11,0.0,1103.53,-2.6
68.41,-0.08,7.42,7.31,-0.02,-0.01,0.0,0.11,888.38,29.11,0.0,1103.37,-2.57
68.42,-0.08,7.48,7.33,-0.01,-0.02,-0.03,0.08,882.74,29.11,0.0,1103.21,-2.57
68.43,-0.12,7.53,7.35,0.02,-0.01,-0.04,0.06,883.71,29.11,0.0,1103.02,-2.56
68.44,-0.19,7.56,7.36,0.04,-0.01,-0.03,0.05,889.48,29.12,0.0,1102.83,-2.54
68.45,-0.26,7.56,7.37,0.05,0.01,-0.01,0.04,894.61,29.12,0.0,1102.72,-2.55
68.46,-0.31,7.53,7.37,0.07,0.03,-0.01,0.04,894.79,29.13,0.0,1102.74,-2.64
68.47,-0.33,7.48,7.36,0.08,0.06,-0.02,0.03,890.43,29.12,0.0,1102.85,-2.77
68.48,-0.29,7.4,7.35,0.08,0.08,-0.03,0.03,885.62,29.12,0.0,1102.91,-2.91
68.49,-0.19,7.32,7.33,0.08,0.09,-0.03,0.04,884.01,29.11,0.0,1102.82,-3.01
68.5,-0.06,7.24,7.3,0.07,0.09,-0.01,0.06,886.2,29.11,0.0,1102.58,-3.04
68.51,0.04,7.19,7.27,0.06,0.07,0.01,0.08,890.59,29.11,0.0,1102.22,-2.99
68.52,0.06,7.19,7.25,0.03,0.05,0.03,0.11,895.23,29.12,0.0,1101.81,-2.84
68.53,0.01,7.23,7.25,0.01,0.03,0.02,0.13,899.28,29.12,0.0,1101.45,-2.63
68.54,-0.06,7.28,7.25,-0.01,0.01,0.0,0.14,903.51,29.12,0.0,1101.26,-2.44
68.55,-0.14,7.33,7.26,-0.02,-0.01,-0.03,0.14,908.83,29.12,0.0,1101.32,-2.32
68.56,-0.19,7.37,7.27,-0.01,-0.02,-0.08,0.13,914.5,29.11,0.0,1101.56,-2.29
68.57,-0.19,7.4,7.3,0.0,-0.03,-0.12,0.11,918.53,29.1,0.0,1101.85,-2.38
68.58,-0.13,7.4,7.33,0.02,-0.03,-0.16,0.09,919.58,29.1,0.0,1102.09,-2.59
68.59,-0.03,7.4,7.36,0.04,-0.01,-0.18,0.07,918.09,29.09,0.0,1102.23,-2.86
68.6,0.05,7.37,7.39,0.05,0.01,-0.17,0.07,915.73,29.09,0.0,1102.22,-3.12
68.61,0.1,7.31,7.4,0.07,0.03,-0.15,0.09,914.05,29.09,0.0,1102.08,-3.31
68.62,0.09,7.25,7.39,0.07,0.06,-0.1,0.12,913.52,29.1,0.0,1101.83,-3.4
68.63,0.04,7.18,7.38,0.07,0.08,-0.04,0.15,913.7,29.1,0.0,1101.48,-3.38
68.64,-0.06,7.14,7.36,0.07,0.08,0.03,0.17,913.96,29.12,0.0,1101.01,-3.25
68.65,-0.16,7.11,7.33,0.06,0.08,0.1,0.19,913.18,29.13,0.0,1100.53,-3.07
68.66,-0.23,7.12,7.32,0.04,0.07,0.13,0.2,909.13,29.14,0.0,1100.2,-2.9
68.67,-0.22,7.15,7.31,0.02,0.05,0.11,0.22,900.56,29.14,0.0,1100.14,-2.79
68.68,-0.17,7.2,7.32,0.0,0.03,0.05,0.23,889.84,29.14,0.0,1100.28,-2.74
68.69,-0.09,7.26,7.32,-0.02,0.02,-0.01,0.23,881.78,29.14,0.0,1100.47,-2.7
68.7,-0.03,7.31,7.32,-0.02,0.0,-0.05,0.22,879.65,29.13,0.0,1100.6,-2.63
68.71,0.0,7.34,7.32,-0.02,-0.01,-0.05,0.18,882.52,29.13,0.0,1100.61,-2.56
68.72,-0.01,7.37,7.33,0.0,-0.01,-0.06,0.13,886.24,29.13,0.0,1100.57,-2.57
68.73,-0.06,7.38,7.35,0.02,0.0,-0.07,0.07,887.2,29.13,0.0,1100.53,-2.71
68.74,-0.12,7.4,7.37,0.04,0.01,-0.09,0.02,885.26,29.12,0.0,1100.5,-2.94
68.75,-0.16,7.41,7.39,0.06,0.03,-0.11,-0.02,883.36,29.12,0.0,1100.37,-3.11
68.76,-0.17,7.41,7.4,0.07,0.05,-0.09,-0.03,884.15,29.12,0.0,1100.06,-3.13
68.77,-0.14,7.4,7.38,0.08,0.07,-0.05,-0.01,887.77,29.12,0.0,1099.62,-3.02
68.78,-0.11,7.37,7.36,0.08,0.09,0.01,0.03,892.59,29.12,0.0,1099.2,-2.85
68.79,-0.1,7.32,7.34,0.07,0.1,0.08,0.09,896.95,29.12,0.0,1098.87,-2.71
68.8,-0.11,7.27,7.31,0.05,0.09,0.14,0.17,900.36,29.11,0.0,1098.7,-2.64
68.81,-0.15,7.21,7.29,0.03,0.07,0.17,0.22,903.92,29.11,0.0,1098.69,-2.63
68.82,-0.22,7.16,7.28,0.0,0.06,0.14,0.25,908.75,29.11,0.0,1098.81,-2.67
68.83,-0.28,7.12,7.27,-0.03,0.04,0.07,0.25,913.99,29.11,0.0,1098.99,-2.72
68.84,-0.32,7.1,7.27,-0.05,0.03,0.0,0.22,917.12,29.11,0.0,1099.15,-2.81
68.85,-0.3,7.11,7.29,-0.05,0.01,-0.04,0.17,916.39,29.12,0.0,1099.23,-2.93
68.86,-0.23,7.15,7.31,-0.05,-0.01,-0.05,0.11,912.63,29.13,0.0,1099.23,-3.05
68.87,-0.14,7.18,7.34,-0.03,-0.02,-0.04,0.07,908.42,29.14,0.0,1099.18,-3.11
68.88,-0.05,7.19,7.36,0.0,-0.02,-0.03,0.04,905.93,29.15,0.0,1099.13,-3.06
68.89,0.03,7.19,7.38,0.02,-0.01,-0.02,0.03,905.71,29.16,0.0,1099.1,-2.92
68.9,0.07,7.19,7.4,0.05,0.01,-0.02,0.05,907.16,29.17,0.0,1099.06,-2.72
68.91,0.05,7.2,7.4,0.07,0.03,-0.03,0.07,909.3,29.17,0.0,1099.01,-2.49
68.92,-0.02,7.22,7.39,0.09,0.05,-0.04,0.11,910.53,29.16,0.0,1098.98,-2.28
68.93,-0.1,7.24,7.37,0.09,0.07,-0.04,0.14,908.14,29.15,0.0,1099.02,-2.16
68.94,-0.18,7.24,7.35,0.09,0.07,-0.03,0.17,900.7,29.14,0.0,1099.17,-2.17
68.95,-0.24,7.23,7.32,0.07,0.07,-0.02,0.2,890.54,29.13,0.0,1099.37,-2.27
68.96,-0.24,7.2,7.3,0.05,0.06,0.02,0.21,882.58,29.13,0.0,1099.44,-2.44
68.97,-0.16,7.17,7.28,0.03,0.04,0.07,0.21,880.29,29.13,0.0,1099.24,-2.61
68.98,-0.05,7.14,7.27,0.01,0.02,0.12,0.2,883.12,29.14,0.0,1098.86,-2.75
68.99,0.04,7.15,7.27,-0.01,0.0,0.13,0.18,887.59,29.14,0.0,1098.46,-2.87
69.0,0.07,7.21,7.26,-0.01,-0.01,0.09,0.15,890.49,29.12,0.0,1098.2,-2.97
69.01,0.03,7.31,7.25,-0.01,-0.03,0.01,0.12,891.28,29.1,0.0,1098.12,-3.03
69.02,-0.04,7.41,7.25,0.0,-0.03,-0.08,0.09,892.05,29.09,0.0,1098.16,-3.02
69.03,-0.13,7.47,7.27,0.02,-0.02,-0.15,0.06,894.82,29.08,0.0,1098.27,-2.91
69.04,-0.19,7.49,7.29,0.03,-0.01,-0.18,0.05,898.8,29.08,0.0,1098.36,-2.74
69.05,-0.22,7.49,7.32,0.05,0.01,-0.17,0.05,900.59,29.08,0.0,1098.35,-2.56
69.06,-0.18,7.49,7.36,0.06,0.04,-0.13,0.07,897.63,29.09,0.0,1098.22,-2.44
69.07,-0.11,7.48,7.38,0.07,0.05,-0.08,0.11,891.6,29.09,0.0,1097.98,-2.39
69.08,-0.05,7.44,7.39,0.07,0.06,-0.02,0.15,887.71,29.1,0.0,1097.72,-2.42
69.09,-0.03,7.36,7.37,0.07,0.07,0.03,0.19,889.91,29.1,0.0,1097.49,-2.5
69.1,-0.05,7.25,7.35,0.07,0.06,0.06,0.22,897.24,29.09,0.0,1097.32,-2.62
69.11,-0.11,7.14,7.32,0.05,0.05,0.06,0.23,905.39,29.09,0.0,1097.23,-2.74
69.12,-0.17,7.07,7.29,0.03,0.03,0.04,0.22,910.59,29.09,0.0,1097.23,-2.83
69.13,-0.23,7.03,7.29,0.01,0.01,0.0,0.19,911.76,29.1,0.0,1097.28,-2.89
69.14,-0.26,7.06,7.29,-0.01,0.0,-0.05,0.16,909.94,29.1,0.0,1097.36,-2.89
69.15,-0.24,7.14,7.3,-0.01,-0.01,-0.11,0.14,906.76,29.09,0.0,1097.45,-2.8
69.16,-0.18,7.26,7.31,-0.01,-0.01,-0.16,0.12,903.74,29.09,0.0,1097.54,-2.67
69.17,-0.11,7.36,7.32,0.0,-0.01,-0.16,0.11,901.95,29.08,0.0,1097.59,-2.55
69.18,-0.05,7.41,7.34,0.02,0.0,-0.12,0.11,901.75,29.07,0.0,1097.6,-2.48
69.19,-0.01,7.42,7.35,0.04,0.01,-0.05,0.1,903.02,29.07,0.0,1097.57,-2.49
69.2,0.0,7.4,7.36,0.06,0.02,0.01,0.1,905.69,29.06,0.0,1097.51,-2.59
69.21,-0.04,7.39,7.36,0.07,0.04,0.03,0.12,909.54,29.06,0.0,1097.44,-2.79
69.22,-0.1,7.38,7.36,0.08,0.05,0.01,0.15,913.54,29.07,0.0,1097.33,-3.04
69.23,-0.17,7.37,7.36,0.08,0.07,0.0,0.19,916.12,29.08,0.0,1097.11,-3.27
69.24,-0.22,7.33,7.35,0.07,0.07,0.03,0.21,916.37,29.08,0.0,1096.73,-3.43
69.25,-0.24,7.28,7.35,0.06,0.07,0.1,0.23,913.92,29.09,0.0,1096.29,-3.51
69.26,-0.23,7.24,7.35,0.04,0.07,0.17,0.24,907.87,29.09,0.0,1096.03,-3.47
69.27,-0.16,7.22,7.34,0.02,0.05,0.21,0.24,897.99,29.09,0.0,1096.13,-3.35
69.28,-0.07,7.24,7.34,0.0,0.04,0.21,0.24,887.15,29.09,0.0,1096.5,-3.15
69.29,0.01,7.27,7.34,-0.02,0.02,0.17,0.22,880.44,29.09,0.0,1096.96,-2.92
69.3,0.05,7.3,7.34,-0.02,0.01,0.12,0.18,881.08,29.09,0.0,1097.34,-2.66
69.31,0.05,7.34,7.34,-0.02,-0.01,0.07,0.13,887.16,29.1,0.0,1097.53,-2.43
69.32,0.01,7.39,7.35,0.0,-0.02,0.02,0.09,892.95,29.1,0.0,1097.52,-2.3
69.33,-0.05,7.45,7.38,0.02,-0.02,-0.01,0.06,893.86,29.1,0.0,1097.33,-2.33
69.34,-0.12,7.51,7.41,0.04,-0.01,-0.03,0.04,890.09,29.09,0.0,1097.01,-2.47
69.35,-0.14,7.55,7.43,0.06,0.0,-0.04,0.05,885.65,29.09,0.0,1096.63,-2.66
69.36,-0.11,7.54,7.43,0.07,0.02,-0.04,0.09,884.21,29.08,0.0,1096.22,-2.84
69.37,-0.04,7.48,7.41,0.08,0.04,-0.03,0.14,886.42,29.08,0.0,1095.84,-2.97
69.38,0.02,7.4,7.38,0.08,0.06,-0.01,0.19,890.79,29.08,0.0,1095.54,-3.04
69.39,0.04,7.32,7.34,0.07,0.07,0.04,0.22,895.46,29.08,0.0,1095.34,-3.05
69.4,0.02,7.24,7.3,0.06,0.07,0.11,0.24,899.58,29.08,0.0,1095.2,-3.0
69.41,-0.05,7.2,7.28,0.04,0.07,0.16,0.24,903.91,29.08,0.0,1094.98,-2.9
69.42,-0.13,7.2,7.27,0.01,0.06,0.19,0.23,909.31,29.07,0.0,1094.59,-2.76
69.43,-0.21,7.22,7.28,-0.01,0.04,0.19,0.22,914.84,29.07,0.0,1094.12,-2.61
69.44,-0.26,7.26,7.3,-0.02,0.02,0.17,0.2,917.98,29.07,0.0,1093.76,-2.51
69.45,-0.26,7.31,7.32,-0.03,0.01,0.13,0.18,917.06,29.08,0.0,1093.69,-2.49
69.46,-0.22,7.35,7.35,-0.02,-0.01,0.09,0.16,912.96,29.09,0.0,1093.87,-2.56
69.47,-0.16,7.38,7.38,-0.01,-0.01,0.05,0.13,908.14,29.1,0.0,1094.19,-2.67
69.48,-0.09,7.4,7.4,0.01,-0.01,0.02,0.1,904.72,29.11,0.0,1094.52,-2.81
69.49,-0.04,7.4,7.42,0.03,0.01,0.0,0.06,903.48,29.12,0.0,1094.76,-2.93
69.5,-0.02,7.4,7.42,0.05,0.03,0.01,0.03,904.21,29.13,0.0,1094.85,-2.96
69.51,-0.06,7.4,7.41,0.06,0.05,0.03,0.03,906.24,29.12,0.0,1094.77,-2.89
69.52,-0.13,7.41,7.4,0.07,0.07,0.05,0.05,907.9,29.12,0.0,1094.59,-2.74
69.53,-0.2,7.41,7.38,0.08,0.09,0.07,0.08,906.33,29.11,0.0,1094.4,-2.57
69.54,-0.22,7.39,7.35,0.07,0.09,0.08,0.12,899.87,29.11,0.0,1094.29,-2.42
69.55,-0.2,7.36,7.33,0.06,0.08,0.07,0.15,890.64,29.1,0.0,1094.24,-2.31
69.56,-0.15,7.32,7.31,0.05,0.07,0.04,0.17,883.37,29.1,0.0,1094.12,-2.25
